10x10,0.0000119,0.0000033,0.0000033,0.0000030
60x60,0.0011905,0.0005037,0.0004662,0.0004503
110x110,0.0053019,0.0037770,0.0042876,0.0028828
160x160,0.0169865,0.0104742,0.0100538,0.0100389
210x210,0.0378509,0.0230040,0.0225230,0.0216265
260x260,0.0617703,0.0461614,0.0420804,0.0445707
310x310,0.0945891,0.0951312,0.0887846,0.0906024
360x360,0.1198505,0.1227662,0.1039068,0.1072769
410x410,0.1804181,0.1733726,0.1663265,0.1662639
460x460,0.3788069,0.3628637,0.3315224,0.3071695
